Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Epithelial,223,0,1275,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Epithelial,233,0,1255,41,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,259,0,1280,42,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,267,0,1270,44,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,651,0,410,92,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,655,0,442,93,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,688,0,425,96,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,712,0,549,100,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,713,0,575,100,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,735,0,568,104,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,736,0,577,103,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,750,0,543,105,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,761,0,466,106,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,773,0,1279,108,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,780,0,1273,108,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,777,0,661,111,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,785,0,642,109,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,786,0,652,110,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,770,0,528,108,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,793,0,534,111,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,759,0,420,111,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1011_1.im3,Other,769,0,450,109,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1011
