Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,27,0,1334,21,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,69,0,1352,39,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,70,0,1370,33,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,82,0,1347,35,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,29,0,1313,24,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,36,0,1296,20,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,48,0,1327,29,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,53,0,1321,29,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,65,0,1302,30,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,78,0,1324,36,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,80,0,1309,38,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Other,86,0,1314,40,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,45,0,1285,25,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,68,0,1286,34,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,81,0,1268,40,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,18_1.im3,Epithelial,88,0,1272,41,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,18
