Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,51,0,1312,25,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,100,0,1314,34,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,68,0,1249,28,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Other,91,0,1281,34,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Other,132,0,1277,43,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Other,147,0,1248,46,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,27,0,1232,17,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,67,0,1235,26,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,78,0,1217,31,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Tcell,85,0,1190,33,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Other,55,0,1113,24,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Epithelial,90,0,1133,34,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,93
C:\Users\Sam\Documents\Normal Pancreas - TMAs,93_1.im3,Tcell,135,0,1114,46,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,93
