Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,45,0,1214,28,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,61,0,1195,38,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Tcell,76,0,1226,39,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Tcell,91,0,1201,43,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Tcell,115,0,1195,46,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,31,0,1156,23,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,63,0,1155,32,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,71,0,1187,41,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,100,0,1181,45,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,108,0,1186,46,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,151,0,1154,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,57,0,1075,31,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,82,0,1007,38,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,29,0,883,29,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,32,0,892,31,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Other,41,0,875,37,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Other,42,0,890,38,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,48,0,885,40,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,40,0,837,36,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,43,0,853,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Other,47,0,857,40,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,53,0,832,45,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Epithelial,54,0,861,45,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,APC,14,0,844,14,neg,neg,pos,pos,neg,pos,neg,neg,APC,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Other,38,0,797,36,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,81,0,818,39,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,87,0,807,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_1.im3,Other,45,0,776,39,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,25,0,747,21,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,37,0,734,23,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,46,0,748,28,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,47,0,759,29,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,70,0,746,39,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,79,0,757,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,80,0,773,39,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Epithelial,86,0,739,40,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,160,0,1326,66,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,199,0,1310,79,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,303_2.im3,Other,124,0,1272,53,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,303
