Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,108,0,873,42,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,142,0,859,53,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,175,0,858,61,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,222,0,840,79,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,707,0,549,393,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,715,0,540,397,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,717,0,548,403,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,727,0,511,409,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,730,0,523,413,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,738,0,524,416,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,739,0,546,413,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,743,0,530,418,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,696,0,243,385,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,712,0,235,397,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Epithelial,763,0,882,432,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,814,0,888,460,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,749,0,843,420,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,757,0,862,426,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,348_1.im3,Other,793,0,865,448,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,348
