Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,75,0,733,28,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,64,0,573,25,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,84,0,560,29,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,41,0,470,20,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,58,0,490,23,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,72,0,479,28,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,43,0,248,23,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,79,0,250,28,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,82,0,234,30,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,102,0,882,36,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,113,0,913,36,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,154,0,891,47,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,187,0,901,56,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,112,0,732,41,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,176,0,707,54,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,197,0,700,54,neg,neg,pos,pos,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,100,0,595,31,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,156,0,590,45,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,162,0,587,49,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,166,0,578,53,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,167,0,563,49,pos,pos,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,74,0,524,31,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,83,0,548,33,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,170,0,546,50,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,181,0,535,51,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,92,0,475,31,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,110,0,487,35,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,125,0,504,40,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,190,0,470,56,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,193,0,506,58,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,119,0,430,34,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,150,0,419,46,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,186,0,369,55,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,124,0,247,37,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,136,0,260,41,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,143,0,273,44,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,203,0,261,58,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,103,0,216,34,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,118,0,225,39,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,129,0,220,40,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,161,0,189,51,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Epithelial,180,0,222,52,pos,neg,pos,neg,neg,neg,pos,neg,Tumor,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,89,0,160,33,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,123,0,170,36,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,142,0,148,47,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,147,0,162,44,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,185,0,174,57,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,149,0,93,46,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,179,0,112,53,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,192,0,133,55,pos,neg,pos,neg,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,128,0,48,41,neg,neg,neg,pos,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,195,0,66,57,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,265,0,812,70,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,320,0,784,84,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,330,0,823,85,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,238,0,538,67,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,245,0,514,67,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,296,0,552,77,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,302,0,540,77,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,336,0,519,88,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,355,0,526,88,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Epithelial,234,0,464,64,pos,neg,pos,neg,neg,neg,pos,neg,Tumor,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,255,0,488,63,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Tcell,256,0,463,74,pos,neg,pos,neg,neg,neg,neg,pos,CTL,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,Other,335,0,499,87,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,1006
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,1006_1.im3,APC,189,0,456,61,pos,neg,pos,neg,neg,pos,neg,neg,APC,PDAC,1006
