Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,35,0,1032,34,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,61,0,1024,43,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Other,27,0,782,26,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,39,0,787,33,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,51,0,824,44,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,20,0,750,21,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,36,0,754,32,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,48,0,779,35,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,59,0,758,45,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,163,0,1032,96,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,231,0,1022,120,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,312,0,1355,154,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,327,0,1352,161,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Other,375,0,1309,184,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,279,0,1261,145,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,282,0,1277,142,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,314,0,1257,151,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Other,353,0,1282,174,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,307,0,1212,149,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,316,0,1221,156,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,344,0,1210,169,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,366,0,1200,182,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,378,0,1232,185,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,340_1.im3,Epithelial,391,0,1196,185,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,340
