Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Epithelial,464,0,615,281,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Other,486,0,599,292,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Other,501,0,620,306,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Other,538,0,655,329,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Epithelial,568,0,660,343,pos,neg,pos,neg,neg,neg,pos,neg,Tumor,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Epithelial,580,0,679,354,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Other,641,0,987,396,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Epithelial,630,0,944,387,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Other,659,0,939,406,neg,neg,pos,pos,neg,neg,neg,neg,Other,PDAC,62
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,62_1.im3,Epithelial,652,0,873,404,pos,neg,pos,neg,neg,neg,pos,neg,Tumor,PDAC,62
