Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Other,4,0,333,10,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Other,58,0,942,99,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Other,70,0,954,104,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Other,76,0,945,106,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Other,81,0,955,117,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,262,0,489,279,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,267,0,493,284,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,268,0,498,284,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,284,0,524,292,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,321,0,617,323,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,293,0,579,305,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,307,0,588,311,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,326,0,605,328,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,335,0,608,332,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,306,0,535,311,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,314,0,564,317,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,328,0,566,328,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,332,0,540,329,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,323,0,498,329,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,331,0,508,334,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,337,0,496,337,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,299,0,450,308,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,APC,310,0,474,313,neg,neg,neg,pos,neg,pos,neg,neg,APC,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,333,0,449,333,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,305,0,405,308,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,312,0,426,316,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,322,0,412,326,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,340,0,668,342,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,222_1.im3,Epithelial,353,0,665,349,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,PDAC,222
