Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,235,0,1056,216,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,458,0,431,382,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,471,0,441,392,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Tcell,508,0,423,415,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Tcell,526,0,438,424,neg,pos,neg,neg,pos,neg,neg,pos,T-reg,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,530,0,361,426,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,545,0,392,433,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,590,0,372,460,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,603,0,371,466,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,550,0,226,437,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,551,0,269,437,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,592,0,266,458,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,606,0,234,470,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,615,0,243,462,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,636,0,367,483,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,647,0,398,481,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,651,0,375,487,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
G:\Mantra.Opal\Experiments 2018\2018.04.12 Pancreas.Combined.Howard2.Howard1.Shi1-4\2019March Analysis\PDAC,11_1.im3,Other,673,0,393,506,neg,neg,neg,pos,neg,neg,neg,neg,Other,PDAC,11
